Dates/Times,Probability,Random Number,Occupancy,Comfort Range
2018-01-01 00:00:00,0.875,0.06063562848936943,1,0.619332165310242
2018-01-01 01:00:00,0.817,0.9713179919262511,0,0.9110424030189028
2018-01-01 02:00:00,0.867,0.25491434476825714,1,0.65933064441979
2018-01-01 03:00:00,0.783,0.7785452444850888,1,1.0842956386182467
2018-01-01 04:00:00,0.8,0.028212955741946488,1,0.9974275450456435
2018-01-01 05:00:00,0.708,0.5420442558726162,1,1.474577756348206
2018-01-01 06:00:00,0.767,0.2805764706034797,1,1.1665381832912078
2018-01-01 07:00:00,0.683,0.4725344649815043,1,1.6077637110407668
2018-01-01 08:00:00,0.658,0.33877914857015023,1,1.742815979730445
2018-01-01 09:00:00,0.5,0.3640927585925485,1,2.6554661465219738
2018-01-01 10:00:00,0.517,0.8383625193534613,0,2.5510843924050053
2018-01-01 11:00:00,0.358,0.2923659798345315,1,3.6188224282730284
2018-01-01 12:00:00,0.225,0.5232863254147676,0,4.776918093737292
2018-01-01 13:00:00,0.167,0.7231475358206645,0,5.4405711710871145
2018-01-01 14:00:00,0.192,0.08654277521387987,1,5.136546361645745
2018-01-01 15:00:00,0.25,0.4650812642696298,0,4.5289255105403425
2018-01-01 16:00:00,0.542,0.31204914250308036,1,2.4007487365798528
2018-01-01 17:00:00,0.642,0.2875767703840333,1,1.830328179925274
2018-01-01 18:00:00,0.608,0.5951487298638463,1,2.019407026590185
2018-01-01 19:00:00,0.692,0.8023523849251825,0,1.5596125260155533
2018-01-01 20:00:00,0.85,0.6021802040835926,1,0.7445592442359835
2018-01-01 21:00:00,0.858,0.42988376760544267,1,0.704410639488155
2018-01-01 22:00:00,0.883,0.19336843240605472,1,0.5793975121792896
2018-01-01 23:00:00,0.85,0.6560771863225395,1,0.7445592442359835
2018-01-02 00:00:00,0.875,0.5295594520783999,1,0.619332165310242
2018-01-02 01:00:00,0.817,0.29488330239710947,1,0.9110424030189028
2018-01-02 02:00:00,0.867,0.3796241357029526,1,0.65933064441979
2018-01-02 03:00:00,0.783,0.33820323907770733,1,1.0842956386182467
2018-01-02 04:00:00,0.8,0.5326609492188125,1,0.9974275450456435
2018-01-02 05:00:00,0.708,0.8179013773740387,0,1.474577756348206
2018-01-02 06:00:00,0.767,0.07840244648048844,1,1.1665381832912078
2018-01-02 07:00:00,0.683,0.15995217456147814,1,1.6077637110407668
2018-01-02 08:00:00,0.658,0.8650892881395242,0,1.742815979730445
2018-01-02 09:00:00,0.5,0.9461830981596697,0,2.6554661465219738
2018-01-02 10:00:00,0.517,0.3566111265844789,1,2.5510843924050053
2018-01-02 11:00:00,0.358,0.8724020956975668,0,3.6188224282730284
2018-01-02 12:00:00,0.225,0.93953669934885,0,4.776918093737292
2018-01-02 13:00:00,0.167,0.43100628480812897,0,5.4405711710871145
2018-01-02 14:00:00,0.192,0.5174870316447351,0,5.136546361645745
2018-01-02 15:00:00,0.25,0.47341148378046205,0,4.5289255105403425
2018-01-02 16:00:00,0.542,0.45445444582564143,1,2.4007487365798528
2018-01-02 17:00:00,0.642,0.2552931944973502,1,1.830328179925274
2018-01-02 18:00:00,0.608,0.008761236021026741,1,2.019407026590185
2018-01-02 19:00:00,0.692,0.08955539786811773,1,1.5596125260155533
2018-01-02 20:00:00,0.85,0.8498754543811042,1,0.7445592442359835
2018-01-02 21:00:00,0.858,0.1818715115209497,1,0.704410639488155
2018-01-02 22:00:00,0.883,0.6531797206254012,1,0.5793975121792896
2018-01-02 23:00:00,0.85,0.5519201616771664,1,0.7445592442359835
2018-01-03 00:00:00,0.875,0.3761199517808329,1,0.619332165310242
2018-01-03 01:00:00,0.817,0.6161307406819037,1,0.9110424030189028
2018-01-03 02:00:00,0.867,0.36873494972156107,1,0.65933064441979
2018-01-03 03:00:00,0.783,0.3809809480994859,1,1.0842956386182467
2018-01-03 04:00:00,0.8,0.5764205681270197,1,0.9974275450456435
2018-01-03 05:00:00,0.708,0.8860597933981167,0,1.474577756348206
2018-01-03 06:00:00,0.767,0.018857981718701566,1,1.1665381832912078
2018-01-03 07:00:00,0.683,0.3071996221830434,1,1.6077637110407668
2018-01-03 08:00:00,0.658,0.8190783990444153,0,1.742815979730445
2018-01-03 09:00:00,0.5,0.13333330488796247,1,2.6554661465219738
2018-01-03 10:00:00,0.517,0.5329417642094754,0,2.5510843924050053
2018-01-03 11:00:00,0.358,0.7783763768203934,0,3.6188224282730284
2018-01-03 12:00:00,0.225,0.039557845390920554,1,4.776918093737292
2018-01-03 13:00:00,0.167,0.9493113755945779,0,5.4405711710871145
2018-01-03 14:00:00,0.192,0.15864369672510126,1,5.136546361645745
2018-01-03 15:00:00,0.25,0.3293732406461347,0,4.5289255105403425
2018-01-03 16:00:00,0.542,0.8957124441908367,0,2.4007487365798528
2018-01-03 17:00:00,0.642,0.4796396538381602,1,1.830328179925274
2018-01-03 18:00:00,0.608,0.3242665031396489,1,2.019407026590185
2018-01-03 19:00:00,0.692,0.013414692012504226,1,1.5596125260155533
2018-01-03 20:00:00,0.85,0.5212068931668769,1,0.7445592442359835
2018-01-03 21:00:00,0.858,0.5300274589640873,1,0.704410639488155
2018-01-03 22:00:00,0.883,0.387215613344981,1,0.5793975121792896
2018-01-03 23:00:00,0.85,0.23933337798502796,1,0.7445592442359835
2018-01-04 00:00:00,0.875,0.4862986686018862,1,0.619332165310242
2018-01-04 01:00:00,0.817,0.789254487285509,1,0.9110424030189028
2018-01-04 02:00:00,0.867,0.08291130277130321,1,0.65933064441979
2018-01-04 03:00:00,0.783,0.16853784644910685,1,1.0842956386182467
2018-01-04 04:00:00,0.8,0.49994471396252504,1,0.9974275450456435
2018-01-04 05:00:00,0.708,0.4307092938982142,1,1.474577756348206
2018-01-04 06:00:00,0.767,0.5705105671894163,1,1.1665381832912078
2018-01-04 07:00:00,0.683,0.9088916445621533,0,1.6077637110407668
2018-01-04 08:00:00,0.658,0.8818253913272699,0,1.742815979730445
2018-01-04 09:00:00,0.5,0.6887444592717415,0,2.6554661465219738
2018-01-04 10:00:00,0.517,0.6138336973491781,0,2.5510843924050053
2018-01-04 11:00:00,0.358,0.18793954272711388,1,3.6188224282730284
2018-01-04 12:00:00,0.225,0.27345294483767457,0,4.776918093737292
2018-01-04 13:00:00,0.167,0.02485590803620852,1,5.4405711710871145
2018-01-04 14:00:00,0.192,0.26505995010815275,0,5.136546361645745
2018-01-04 15:00:00,0.25,0.380491229063351,0,4.5289255105403425
2018-01-04 16:00:00,0.542,0.8527352038796491,0,2.4007487365798528
2018-01-04 17:00:00,0.642,0.3137831016846715,1,1.830328179925274
2018-01-04 18:00:00,0.608,0.8726539629268314,0,2.019407026590185
2018-01-04 19:00:00,0.692,0.46305817595050125,1,1.5596125260155533
2018-01-04 20:00:00,0.85,0.5166701877117859,1,0.7445592442359835
2018-01-04 21:00:00,0.858,0.5035611455576496,1,0.704410639488155
2018-01-04 22:00:00,0.883,0.25453261314226905,1,0.5793975121792896
2018-01-04 23:00:00,0.85,0.9199083805542995,0,0.7445592442359835
2018-01-05 00:00:00,0.875,0.20864344223681408,1,0.619332165310242
2018-01-05 01:00:00,0.817,0.24805633238481184,1,0.9110424030189028
2018-01-05 02:00:00,0.867,0.006824178639548428,1,0.65933064441979
2018-01-05 03:00:00,0.783,0.5002572129423573,1,1.0842956386182467
2018-01-05 04:00:00,0.8,0.17043482892886885,1,0.9974275450456435
2018-01-05 05:00:00,0.708,0.8667500225176406,0,1.474577756348206
2018-01-05 06:00:00,0.767,0.6131933304473931,1,1.1665381832912078
2018-01-05 07:00:00,0.683,0.3900361390931575,1,1.6077637110407668
2018-01-05 08:00:00,0.658,0.3091300703706623,1,1.742815979730445
2018-01-05 09:00:00,0.5,0.7542966803482963,0,2.6554661465219738
2018-01-05 10:00:00,0.517,0.8696060805708963,0,2.5510843924050053
2018-01-05 11:00:00,0.358,0.015840657642238742,1,3.6188224282730284
2018-01-05 12:00:00,0.225,0.07692905794711125,1,4.776918093737292
2018-01-05 13:00:00,0.167,0.6814211598351522,0,5.4405711710871145
2018-01-05 14:00:00,0.192,0.9713894751549468,0,5.136546361645745
2018-01-05 15:00:00,0.25,0.7860339464179931,0,4.5289255105403425
2018-01-05 16:00:00,0.542,0.6795125808246582,0,2.4007487365798528
2018-01-05 17:00:00,0.642,0.6558462497764495,0,1.830328179925274
2018-01-05 18:00:00,0.608,0.5408029716672089,1,2.019407026590185
2018-01-05 19:00:00,0.692,0.09644603194525891,1,1.5596125260155533
2018-01-05 20:00:00,0.85,0.09878523814874907,1,0.7445592442359835
2018-01-05 21:00:00,0.858,0.26301428217555545,1,0.704410639488155
2018-01-05 22:00:00,0.883,0.8628457111790496,1,0.5793975121792896
2018-01-05 23:00:00,0.85,0.5721747286733896,1,0.7445592442359835
2018-01-06 00:00:00,0.875,0.14415050883832858,1,0.619332165310242
2018-01-06 01:00:00,0.817,0.4836524304084048,1,0.9110424030189028
2018-01-06 02:00:00,0.867,0.3359798544862411,1,0.65933064441979
2018-01-06 03:00:00,0.783,0.612693270810883,1,1.0842956386182467
2018-01-06 04:00:00,0.8,0.8897454637490371,0,0.9974275450456435
2018-01-06 05:00:00,0.708,0.46527395315433706,1,1.474577756348206
2018-01-06 06:00:00,0.767,0.6715939236679555,1,1.1665381832912078
2018-01-06 07:00:00,0.683,0.8250668133192901,0,1.6077637110407668
2018-01-06 08:00:00,0.658,0.04096676367801799,1,1.742815979730445
2018-01-06 09:00:00,0.5,0.11230105771990262,1,2.6554661465219738
2018-01-06 10:00:00,0.517,0.16818754264702274,1,2.5510843924050053
2018-01-06 11:00:00,0.358,0.723777439037687,0,3.6188224282730284
2018-01-06 12:00:00,0.225,0.10697507671177242,1,4.776918093737292
2018-01-06 13:00:00,0.167,0.22293935961464084,0,5.4405711710871145
2018-01-06 14:00:00,0.192,0.2746156615336477,0,5.136546361645745
2018-01-06 15:00:00,0.25,0.625962085204146,0,4.5289255105403425
2018-01-06 16:00:00,0.542,0.20196866148091874,1,2.4007487365798528
2018-01-06 17:00:00,0.642,0.5311929323827747,1,1.830328179925274
2018-01-06 18:00:00,0.608,0.039145870817152706,1,2.019407026590185
